row,col
5681,2
5761,2
5798,2
6016,2
6052,2
6061,2
6382,2
6464,2
6641,2
6672,2
6724,2
6766,2
7208,2
7381,2
7470,2
7477,2
7530,2
7731,2
7940,2
7974,2
8055,2
8075,2
8271,2
8346,2
8424,2
8674,2
8730,2
8789,2
8810,2
8923,2
8990,2
9048,2
9194,2
9349,2
9453,2
9614,2
9670,2
9707,2
9867,2
9896,2
9915,2
9939,2
9950,2
10087,2
10356,2
10436,2
10519,2
10635,2
10650,2
10652,2
10708,2
10735,2
10793,2
10823,2
11100,2
11488,2
11637,2
11819,2
11836,2
12036,2
12043,2
12179,2
12256,2
12257,2
12317,2
12516,2
12608,2
12754,2
12834,2
12839,2
13128,2
13209,2
13213,2
13345,2
13362,2
13447,2
13465,2
13478,2
13557,2
13742,2
13782,2
13827,2
13847,2
13981,2
14146,2
14206,2
14252,2
14359,2
14576,2
14587,2
14597,2
14674,2
14801,2
14871,2
14994,2
15003,2
15099,2
15101,2
15124,2
15293,2
15534,2
15585,2
15732,2
15818,2
15874,2
16177,2
16594,2
16666,2
16675,2
16687,2
16740,2
16759,2
17003,2
17005,2
17028,2
17047,2
17061,2
17169,2
17332,2
17357,2
17358,2
17433,2
17481,2
17561,2
17630,2
17821,2
17830,2
17973,2
18149,2
18154,2
18182,2
18365,2
18522,2
18532,2
18622,2
18802,2
18930,2
19263,2
19446,2
19458,2
19461,2
19813,2
19992,2
20055,2
20120,2
20311,2
20335,2
20477,2
20487,2
20562,2
20727,2
20860,2
20866,2
20920,2
20932,2
21011,2
21328,2
21382,2
21388,2
21391,2
21406,2
21504,2
21598,2
21740,2
21963,2
22017,2
22351,2
22780,2
22866,2
23006,2
23105,2
23117,2
23601,2
23816,2
23834,2
23836,2
23860,2
23895,2
23950,2
24078,2
24150,2
24393,2
24401,2
24415,2
24458,2
24464,2
24524,2
24632,2
24642,2
25019,2
25205,2
25316,2
25325,2
25332,2
25393,2
25421,2
25584,2
25609,2
25611,2
25661,2
25731,2
25912,2
25959,2
25966,2
26133,2
26172,2
26283,2
26634,2
26822,2
26893,2
27137,2
27307,2
27320,2
27333,2
27378,2
27391,2
7,3
17,3
51,3
197,3
233,3
271,3
452,3
453,3
465,3
468,3
487,3
494,3
532,3
547,3
553,3
682,3
793,3
886,3
890,3
891,3
962,3
971,3
973,3
1061,3
1102,3
1173,3
1294,3
1398,3
1418,3
1444,3
1504,3
1554,3
1608,3
1626,3
1631,3
1666,3
1669,3
1787,3
2442,3
2447,3
2451,3
2459,3
2469,3
2499,3
2512,3
2518,3
2529,3
2534,3
2559,3
2567,3
2568,3
2574,3
2630,3
2632,3
2657,3
2662,3
2674,3
2688,3
2695,3
2710,3
2718,3
2721,3
2730,3
2738,3
2739,3
2830,3
2848,3
2981,3
3003,3
3062,3
3063,3
3549,3
3591,3
3730,3
3913,3
4152,3
4166,3
4167,3
4199,3
4205,3
4261,3
4326,3
4347,3
4383,3
4448,3
4458,3
4485,3
4511,3
4626,3
4642,3
4644,3
4712,3
4771,3
4846,3
4884,3
4913,3
4917,3
4951,3
5005,3
5038,3
5133,3
5194,3
5263,3
5330,3
5379,3
5487,3
5500,3
5526,3
5644,3
5648,3
5850,3
5997,3
6033,3
6058,3
6124,3
6140,3
6225,3
6240,3
6464,3
6829,3
6832,3
6959,3
7086,3
7160,3
7171,3
7186,3
7230,3
7339,3
7340,3
7367,3
7395,3
7401,3
7508,3
7551,3
7598,3
7602,3
7650,3
7839,3
7869,3
7891,3
7908,3
7922,3
8073,3
8089,3
8141,3
8317,3
8472,3
8680,3
8789,3
8848,3
8856,3
8857,3
8863,3
8913,3
8933,3
8946,3
8958,3
9001,3
9006,3
9066,3
9074,3
9163,3
9201,3
9310,3
9344,3
9393,3
9397,3
9417,3
9453,3
9622,3
9637,3
9746,3
9767,3
9839,3
9853,3
9950,3
10066,3
10159,3
10200,3
10296,3
10339,3
10356,3
10503,3
10644,3
10840,3
11026,3
11074,3
11152,3
11235,3
11268,3
11486,3
11537,3
11542,3
11580,3
11675,3
11682,3
11684,3
11699,3
11716,3
11756,3
11810,3
11839,3
11861,3
11907,3
11919,3
11942,3
11948,3
11950,3
11996,3
12026,3
12063,3
12071,3
12084,3
12101,3
12210,3
12219,3
12220,3
12271,3
12273,3
12317,3
12329,3
12335,3
12338,3
12353,3
12357,3
12376,3
12385,3
12408,3
12431,3
12432,3
12438,3
12466,3
12468,3
12471,3
12529,3
12538,3
12540,3
12558,3
12585,3
12730,3
12849,3
12953,3
12986,3
13014,3
13026,3
13127,3
13140,3
13561,3
13808,3
13843,3
13873,3
14058,3
14067,3
14090,3
14177,3
14178,3
14179,3
14214,3
14235,3
14267,3
14294,3
14449,3
14520,3
14576,3
14913,3
14951,3
14958,3
15292,3
15401,3
15505,3
15756,3
15800,3
15816,3
15817,3
15964,3
15998,3
16030,3
16153,3
16179,3
16384,3
16658,3
16724,3
16854,3
16930,3
17248,3
17250,3
17331,3
17336,3
17412,3
17418,3
17447,3
17776,3
17895,3
17898,3
17983,3
18025,3
18064,3
18065,3
18068,3
18092,3
18101,3
18114,3
18116,3
18118,3
18136,3
18140,3
18162,3
18166,3
18169,3
18208,3
18210,3
18226,3
18310,3
18370,3
18394,3
18465,3
18471,3
18595,3
18615,3
18721,3
18762,3
18778,3
18802,3
18852,3
18867,3
18899,3
18980,3
19070,3
19196,3
19267,3
19284,3
19298,3
19427,3
19452,3
19527,3
19566,3
19613,3
19641,3
19965,3
19968,3
19996,3
20046,3
20109,3
20273,3
20458,3
20462,3
20518,3
20531,3
20550,3
20558,3
20608,3
20635,3
20768,3
20771,3
20826,3
20867,3
20874,3
20919,3
20923,3
20929,3
20931,3
20932,3
20964,3
21019,3
21067,3
21092,3
21098,3
21141,3
21254,3
21286,3
21301,3
21304,3
21312,3
21388,3
21444,3
21450,3
21455,3
21501,3
21541,3
21559,3
21571,3
21752,3
21825,3
21837,3
21953,3
22095,3
22131,3
22153,3
22205,3
22353,3
22372,3
22387,3
22400,3
22439,3
22441,3
22519,3
22639,3
22648,3
22654,3
22668,3
22811,3
22882,3
22899,3
22920,3
22942,3
23122,3
23450,3
23529,3
23605,3
23610,3
23646,3
23695,3
23698,3
23787,3
23814,3
23836,3
23895,3
23905,3
23960,3
24001,3
24004,3
24165,3
24242,3
24291,3
24303,3
24391,3
24400,3
24475,3
24500,3
24508,3
24574,3
24575,3
24582,3
24584,3
24610,3
24616,3
24619,3
24646,3
24705,3
24723,3
24737,3
24864,3
24895,3
24918,3
24935,3
24955,3
24999,3
25057,3
25086,3
25091,3
25106,3
25311,3
25415,3
25421,3
25435,3
25438,3
25484,3
25491,3
25531,3
25557,3
25589,3
25609,3
25708,3
25801,3
25832,3
25981,3
26013,3
26065,3
26129,3
26198,3
26206,3
26247,3
26335,3
26363,3
26447,3
26540,3
26599,3
26628,3
26634,3
26640,3
26670,3
26671,3
26711,3
26718,3
26732,3
26930,3
26942,3
27039,3
27221,3
27269,3
27323,3
27360,3
27467,3
27529,3
208,4
328,4
702,4
750,4
760,4
833,4
835,4
883,4
930,4
934,4
942,4
970,4
1023,4
1053,4
1120,4
1174,4
1183,4
1198,4
1206,4
1210,4
1541,4
1597,4
1748,4
1774,4
1803,4
2010,4
2048,4
2219,4
2572,4
2629,4
2671,4
2754,4
3030,4
3238,4
3252,4
3407,4
3717,4
3718,4
3885,4
4067,4
4169,4
4172,4
4191,4
4196,4
4214,4
4243,4
4305,4
4362,4
4373,4
4382,4
4574,4
4587,4
4645,4
4683,4
4714,4
4787,4
4791,4
4971,4
5094,4
5147,4
5201,4
5306,4
5399,4
5416,4
5495,4
5582,4
5681,4
5705,4
5941,4
6048,4
6083,4
6184,4
6231,4
6408,4
6484,4
6641,4
6778,4
6909,4
6957,4
6985,4
7045,4
7102,4
7247,4
7398,4
7431,4
7450,4
7548,4
7623,4
7780,4
7815,4
7822,4
7883,4
7895,4
7931,4
7940,4
7994,4
8014,4
8046,4
8141,4
8185,4
8298,4
8539,4
8662,4
8683,4
8810,4
8950,4
9071,4
9110,4
9122,4
9233,4
9285,4
9295,4
9302,4
9343,4
9571,4
9733,4
9942,4
10073,4
10324,4
10436,4
10792,4
10823,4
10886,4
11152,4
11208,4
11414,4
11512,4
11537,4
11622,4
11969,4
12026,4
12082,4
12089,4
12319,4
12417,4
12513,4
12536,4
12539,4
12540,4
12547,4
12639,4
12875,4
12909,4
13027,4
13161,4
13209,4
13239,4
13282,4
13336,4
13340,4
13342,4
13378,4
13416,4
13527,4
13643,4
13783,4
13801,4
13867,4
13912,4
14053,4
14079,4
14099,4
14180,4
14410,4
14437,4
14642,4
14653,4
14710,4
14718,4
14769,4
14774,4
14798,4
14870,4
14946,4
15075,4
15255,4
15406,4
15543,4
15580,4
15604,4
15626,4
15686,4
15693,4
15774,4
15799,4
15840,4
15886,4
15956,4
15998,4
16079,4
16082,4
16090,4
16143,4
16156,4
16206,4
16249,4
16259,4
16260,4
16393,4
16446,4
16459,4
16467,4
16474,4
16476,4
16485,4
16487,4
16491,4
16675,4
16691,4
16780,4
16842,4
16900,4
16907,4
16911,4
16916,4
16996,4
17012,4
17036,4
17042,4
17047,4
17054,4
17056,4
17086,4
17107,4
17121,4
17128,4
17138,4
17213,4
17216,4
17248,4
17250,4
17253,4
17282,4
17421,4
17451,4
17471,4
17539,4
17561,4
17612,4
17623,4
17637,4
17639,4
17640,4
17643,4
17658,4
17661,4
17664,4
17834,4
17936,4
17937,4
17942,4
18080,4
18088,4
18145,4
18177,4
18258,4
18550,4
18563,4
18587,4
18606,4
18632,4
18703,4
18715,4
18747,4
18813,4
18865,4
18973,4
18978,4
19186,4
19240,4
19756,4
19887,4
19944,4
19945,4
20216,4
20218,4
20598,4
20678,4
20860,4
21126,4
21214,4
21504,4
21556,4
21604,4
21663,4
21930,4
21963,4
22131,4
22181,4
22351,4
22485,4
22515,4
22517,4
22581,4
22683,4
22704,4
22724,4
22776,4
22792,4
22804,4
22850,4
22918,4
22954,4
22982,4
23522,4
23528,4
23562,4
23601,4
23744,4
23768,4
23770,4
23798,4
23808,4
23968,4
24102,4
24206,4
24336,4
24403,4
24685,4
24727,4
24728,4
24811,4
24835,4
24905,4
24934,4
24996,4
25334,4
25347,4
25352,4
25376,4
25557,4
25622,4
25775,4
25817,4
25841,4
25847,4
25848,4
25858,4
25860,4
25912,4
25959,4
25968,4
26109,4
26120,4
26136,4
26172,4
26244,4
26358,4
26368,4
26383,4
26633,4
26769,4
26831,4
26847,4
27037,4
27058,4
27156,4
27349,4
38,5
136,5
145,5
263,5
268,5
289,5
291,5
443,5
506,5
533,5
589,5
596,5
667,5
793,5
856,5
859,5
927,5
954,5
1028,5
1036,5
1116,5
1142,5
1287,5
1381,5
1504,5
1666,5
1749,5
1815,5
1872,5
2196,5
2331,5
2370,5
2399,5
2560,5
2625,5
2630,5
2724,5
2859,5
2899,5
2961,5
3062,5
3194,5
3253,5
3256,5
3290,5
3307,5
3378,5
3409,5
3477,5
3512,5
3573,5
3602,5
3652,5
3768,5
3822,5
4080,5
4395,5
4458,5
4753,5
4786,5
4811,5
4844,5
4964,5
4976,5
5027,5
5067,5
5077,5
5163,5
5233,5
5587,5
5617,5
5649,5
5883,5
5886,5
6011,5
6235,5
6473,5
6497,5
6619,5
6641,5
6758,5
6771,5
6842,5
6904,5
6990,5
7042,5
7081,5
7340,5
7367,5
7382,5
7495,5
7506,5
7514,5
7527,5
7530,5
7544,5
7578,5
7646,5
7689,5
7759,5
7843,5
7931,5
7995,5
8065,5
8578,5
8680,5
8752,5
8808,5
8890,5
9041,5
9056,5
9058,5
9109,5
9278,5
9419,5
9463,5
9479,5
9529,5
9544,5
9648,5
9651,5
9666,5
9677,5
9798,5
9832,5
9840,5
9886,5
9909,5
10009,5
10113,5
10277,5
10293,5
10369,5
10400,5
10543,5
10580,5
10717,5
10722,5
10723,5
10806,5
10847,5
10875,5
10931,5
10946,5
11044,5
11091,5
11142,5
11146,5
11182,5
11186,5
11201,5
11265,5
11273,5
11286,5
11399,5
11608,5
11628,5
11713,5
11756,5
11788,5
11919,5
11968,5
11972,5
12018,5
12049,5
12089,5
12121,5
12217,5
12223,5
12307,5
12315,5
12382,5
12443,5
12459,5
12502,5
12541,5
12581,5
12591,5
12725,5
12746,5
12748,5
12917,5
12957,5
12958,5
13069,5
13145,5
13154,5
13231,5
13243,5
13264,5
13405,5
13456,5
13572,5
13584,5
13607,5
13724,5
13744,5
13765,5
13769,5
13771,5
13808,5
13835,5
13839,5
13848,5
13852,5
13875,5
13878,5
13889,5
13892,5
13894,5
13922,5
13930,5
13977,5
13979,5
13992,5
14015,5
14019,5
14021,5
14026,5
14048,5
14069,5
14106,5
14204,5
14205,5
14254,5
14374,5
14451,5
14531,5
14652,5
14687,5
14719,5
14769,5
14855,5
15007,5
15018,5
15023,5
15029,5
15047,5
15086,5
15095,5
15239,5
15327,5
15355,5
15365,5
15385,5
15399,5
15477,5
15487,5
15691,5
15734,5
15840,5
15998,5
16024,5
16086,5
16180,5
16242,5
16264,5
16313,5
16508,5
16555,5
16589,5
16618,5
16635,5
16644,5
16654,5
16694,5
16716,5
16726,5
16790,5
16861,5
16911,5
16919,5
16921,5
16999,5
17005,5
17188,5
17209,5
17272,5
17357,5
17384,5
17399,5
17400,5
17503,5
17572,5
17617,5
17667,5
17750,5
17798,5
17816,5
18080,5
18105,5
18142,5
18174,5
18223,5
18467,5
18471,5
18520,5
18554,5
18586,5
18645,5
18707,5
19137,5
19168,5
19419,5
19438,5
19504,5
19534,5
19539,5
19639,5
19711,5
19747,5
19768,5
20008,5
20135,5
20298,5
20304,5
20322,5
20355,5
20413,5
20477,5
20518,5
20599,5
20600,5
20727,5
20739,5
20743,5
20789,5
20791,5
20809,5
20829,5
20853,5
20865,5
20874,5
20915,5
20918,5
20961,5
21137,5
21141,5
21160,5
21216,5
21285,5
21286,5
21328,5
21382,5
21562,5
21566,5
21578,5
21638,5
21641,5
21663,5
21670,5
21675,5
21702,5
21720,5
21729,5
21839,5
21865,5
21902,5
21928,5
21930,5
21980,5
21994,5
22038,5
22043,5
22089,5
22115,5
22130,5
22134,5
22145,5
22178,5
22181,5
22196,5
22205,5
22234,5
22245,5
22266,5
22281,5
22303,5
22409,5
22664,5
22670,5
22691,5
22741,5
22768,5
22829,5
22858,5
22870,5
22921,5
22934,5
22935,5
22960,5
22976,5
23023,5
23031,5
23040,5
23056,5
23073,5
23131,5
23191,5
23303,5
23463,5
23491,5
23504,5
23586,5
23880,5
23968,5
24088,5
24102,5
24411,5
24427,5
24433,5
24464,5
24508,5
24587,5
24694,5
24732,5
24762,5
24801,5
24851,5
24947,5
25186,5
25203,5
25410,5
25491,5
25536,5
25681,5
25712,5
25928,5
25935,5
25947,5
25948,5
25976,5
26180,5
26186,5
26189,5
26292,5
26358,5
26641,5
26649,5
26660,5
26664,5
26713,5
26837,5
26872,5
26884,5
26895,5
27111,5
27184,5
27384,5
27514,5
43,6
421,6
508,6
1098,6
1131,6
1136,6
1749,6
1970,6
2367,6
3042,6
3109,6
3114,6
3737,6
3768,6
3847,6
4168,6
4384,6
4392,6
4395,6
4546,6
4787,6
5399,6
5647,6
5667,6
5681,6
5866,6
6544,6
6610,6
6798,6
6813,6
7214,6
7304,6
8580,6
8756,6
8792,6
8942,6
8952,6
8973,6
8979,6
8993,6
9277,6
9280,6
9286,6
9326,6
9327,6
9332,6
9347,6
9446,6
9939,6
9973,6
10322,6
10398,6
10541,6
11048,6
11146,6
11497,6
11540,6
11627,6
12506,6
12875,6
13026,6
13405,6
13504,6
13574,6
13597,6
13600,6
13740,6
13742,6
13847,6
14812,6
14818,6
14863,6
14869,6
14886,6
14914,6
15054,6
15596,6
15611,6
15998,6
16082,6
16126,6
16572,6
16590,6
16660,6
17617,6
17879,6
18025,6
18142,6
18206,6
18374,6
18496,6
18586,6
18741,6
19347,6
19435,6
20057,6
21126,6
21480,6
21656,6
21825,6
22650,6
22803,6
23038,6
23162,6
23750,6
23889,6
24128,6
24208,6
24311,6
24393,6
24758,6
25369,6
25467,6
25622,6
25731,6
25967,6
26065,6
26157,6
26358,6
26692,6
26883,6
26969,6
27061,6
27137,6
27221,6
27334,6
27341,6
27344,6
27351,6
27354,6
27376,6
21,7
275,7
280,7
301,7
307,7
453,7
454,7
656,7
682,7
772,7
830,7
859,7
908,7
927,7
963,7
1023,7
1041,7
1139,7
1183,7
1206,7
1541,7
1605,7
1707,7
1997,7
2464,7
2499,7
2656,7
2686,7
3016,7
3030,7
3036,7
3207,7
3222,7
3529,7
3707,7
3717,7
3718,7
3730,7
3895,7
4095,7
4124,7
4383,7
4404,7
4585,7
5077,7
5164,7
5681,7
5826,7
6091,7
6161,7
6299,7
6502,7
6610,7
6644,7
6656,7
6770,7
6838,7
7076,7
7247,7
7547,7
7672,7
7687,7
7698,7
7772,7
7818,7
8046,7
8065,7
8099,7
8119,7
8185,7
8201,7
8230,7
8235,7
8561,7
8770,7
8974,7
9112,7
9300,7
9332,7
9351,7
9613,7
9657,7
10039,7
10066,7
10198,7
10331,7
10407,7
10731,7
10944,7
11148,7
11195,7
11284,7
11286,7
11339,7
11349,7
11350,7
11358,7
11362,7
11389,7
11392,7
11414,7
11448,7
11487,7
11503,7
11622,7
11955,7
11969,7
11995,7
12182,7
12354,7
12606,7
12834,7
12882,7
13049,7
13264,7
13467,7
13634,7
13721,7
13801,7
13889,7
14035,7
14826,7
14866,7
15007,7
15051,7
15902,7
16273,7
16302,7
16363,7
16474,7
16650,7
16911,7
16973,7
17016,7
17400,7
17451,7
17557,7
17561,7
17616,7
17641,7
18141,7
18149,7
18159,7
18164,7
18209,7
18258,7
18278,7
18465,7
18703,7
18993,7
19457,7
19589,7
19944,7
20040,7
20367,7
20862,7
21126,7
21175,7
21286,7
21328,7
21414,7
21435,7
21657,7
22131,7
22421,7
22672,7
22707,7
22764,7
22776,7
22848,7
23499,7
23522,7
23534,7
23662,7
23808,7
23834,7
23877,7
24345,7
24396,7
24401,7
24414,7
24416,7
24456,7
24460,7
24468,7
24496,7
24513,7
24727,7
24755,7
24857,7
24903,7
24958,7
25147,7
25333,7
25410,7
25492,7
25510,7
25832,7
25959,7
26058,7
26061,7
26172,7
26186,7
26189,7
26271,7
26291,7
26825,7
26895,7
26929,7
26965,7
27061,7
27196,7
27210,7
27294,7
27341,7
27361,7
27393,7
443,8
951,8
1013,8
1073,8
1079,8
1119,8
1147,8
1210,8
1596,8
1883,8
1900,8
1938,8
2331,8
2374,8
2540,8
2986,8
3182,8
3548,8
3730,8
3786,8
3825,8
3841,8
4081,8
4149,8
4152,8
4168,8
4317,8
4373,8
4448,8
4545,8
4574,8
4581,8
4584,8
4717,8
4770,8
4774,8
5451,8
5589,8
5734,8
5862,8
5906,8
5982,8
6299,8
6393,8
6471,8
6495,8
6560,8
6588,8
6606,8
6641,8
6758,8
6803,8
6827,8
7208,8
7344,8
7551,8
7638,8
7650,8
7761,8
7809,8
7843,8
8110,8
8201,8
8229,8
8252,8
8255,8
8341,8
8855,8
8862,8
8890,8
9052,8
9253,8
9254,8
9324,8
9333,8
9342,8
9518,8
9529,8
9530,8
9571,8
9707,8
9711,8
9916,8
10249,8
10277,8
10284,8
10640,8
10871,8
11052,8
11095,8
11996,8
12088,8
12251,8
12253,8
12538,8
12567,8
13436,8
13493,8
13527,8
13723,8
13974,8
14222,8
14232,8
14289,8
14451,8
14614,8
14778,8
14867,8
15018,8
15168,8
15280,8
15409,8
15415,8
15605,8
15724,8
15775,8
16009,8
16126,8
16260,8
16336,8
16393,8
16413,8
16449,8
16453,8
16550,8
16644,8
16761,8
17038,8
17041,8
17047,8
17221,8
17399,8
17538,8
17549,8
17618,8
17660,8
17685,8
17912,8
17936,8
17942,8
17946,8
18049,8
18061,8
18174,8
18192,8
18486,8
18532,8
18609,8
18731,8
18775,8
19115,8
19145,8
19195,8
19238,8
19244,8
19332,8
19772,8
19792,8
19803,8
19823,8
19890,8
20120,8
20184,8
20225,8
20503,8
20702,8
20859,8
20891,8
20961,8
21148,8
21328,8
21452,8
21480,8
21930,8
22095,8
22245,8
22545,8
22660,8
22768,8
22879,8
23047,8
23048,8
23342,8
23867,8
23967,8
24077,8
24200,8
24392,8
24401,8
24413,8
24453,8
24584,8
24713,8
24783,8
25100,8
25178,8
25214,8
25272,8
25299,8
25377,8
25491,8
25593,8
25814,8
26316,8
26358,8
26641,8
26999,8
27061,8
21,9
180,9
201,9
222,9
239,9
453,9
602,9
608,9
662,9
851,9
955,9
1013,9
1072,9
1119,9
1124,9
1275,9
1296,9
1318,9
1349,9
1353,9
1394,9
1437,9
1481,9
1484,9
1492,9
1975,9
1977,9
2374,9
2666,9
2680,9
2685,9
2735,9
2900,9
3046,9
3109,9
3118,9
3121,9
3122,9
3548,9
3643,9
3768,9
3868,9
4168,9
4418,9
4571,9
4581,9
4587,9
4714,9
4833,9
6193,9
6413,9
6549,9
6640,9
6643,9
7108,9
7214,9
7492,9
7760,9
7863,9
7931,9
7995,9
8065,9
8086,9
8275,9
8434,9
8810,9
8816,9
9197,9
9440,9
9490,9
9533,9
9798,9
10051,9
10331,9
10412,9
10480,9
10490,9
10519,9
10640,9
10648,9
10698,9
10713,9
11286,9
11399,9
11436,9
11688,9
12168,9
12188,9
12547,9
12678,9
13001,9
13101,9
13264,9
13547,9
13572,9
13889,9
13895,9
14372,9
14394,9
14446,9
14460,9
14744,9
15038,9
15247,9
15327,9
15402,9
15465,9
15666,9
15732,9
15774,9
15785,9
15878,9
16069,9
16180,9
16249,9
16437,9
16519,9
16531,9
16596,9
17117,9
17129,9
17188,9
17421,9
17628,9
18182,9
18200,9
18242,9
18338,9
18374,9
18554,9
18574,9
18828,9
18858,9
19037,9
19127,9
19332,9
19339,9
19742,9
20505,9
20648,9
20727,9
20853,9
20865,9
20867,9
20940,9
21148,9
21663,9
21825,9
21905,9
22131,9
22181,9
22627,9
22648,9
22764,9
22866,9
22870,9
23023,9
23303,9
23314,9
23365,9
23373,9
23432,9
23450,9
23860,9
24005,9
24468,9
24632,9
24784,9
24842,9
24872,9
25259,9
25299,9
25305,9
25318,9
25421,9
25490,9
25491,9
25497,9
25612,9
25817,9
25900,9
25902,9
25924,9
26007,9
26101,9
26358,9
26368,9
26939,9
27175,9
27184,9
27406,9
146,10
413,10
462,10
492,10
627,10
647,10
685,10
697,10
702,10
747,10
754,10
762,10
836,10
851,10
880,10
895,10
926,10
927,10
930,10
970,10
983,10
987,10
1014,10
1037,10
1081,10
1140,10
1160,10
1196,10
1203,10
1209,10
1268,10
1274,10
1275,10
1280,10
1298,10
1300,10
1303,10
1314,10
1328,10
1337,10
1342,10
1378,10
1384,10
1398,10
1447,10
1462,10
1575,10
1582,10
1612,10
1624,10
1647,10
1695,10
1707,10
1749,10
1838,10
1858,10
1909,10
1975,10
2002,10
2015,10
2048,10
2054,10
2288,10
2309,10
2383,10
2491,10
2495,10
2648,10
2867,10
2957,10
3121,10
3131,10
3189,10
3224,10
3228,10
3229,10
3332,10
3342,10
3353,10
3604,10
3708,10
3723,10
3804,10
3816,10
3849,10
3857,10
3870,10
3885,10
3886,10
3940,10
3961,10
3967,10
4081,10
4106,10
4147,10
4150,10
4163,10
4185,10
4281,10
4295,10
4325,10
4333,10
4348,10
4362,10
4375,10
4481,10
4553,10
4598,10
4608,10
4609,10
4628,10
4788,10
4902,10
4919,10
5004,10
5133,10
5135,10
5399,10
5417,10
5470,10
5754,10
5853,10
5924,10
6093,10
6116,10
6164,10
6205,10
6284,10
6363,10
6418,10
6429,10
6470,10
6546,10
6559,10
6576,10
6584,10
6606,10
6714,10
6792,10
6798,10
6812,10
6821,10
6832,10
6853,10
6942,10
7075,10
7166,10
7219,10
7274,10
7284,10
7389,10
7462,10
7597,10
7646,10
7647,10
7688,10
7815,10
7820,10
7857,10
7866,10
7963,10
8017,10
8106,10
8141,10
8214,10
8228,10
8268,10
8269,10
8410,10
8488,10
8503,10
8567,10
8588,10
8598,10
8625,10
8731,10
8777,10
8795,10
8816,10
